,text,pos,target
6672,"Build a Transforming Workbench, Desk, and Storage Unit: If you donÛªt have a lot of space, you need to make cre... https://t.co/RUiucVCx7U","VB  DT  NNP  NNP  ,  NNP  ,  CC  NNP  NNP  :  IN  PRP  NNP  VBP  DT  NN  IN  NN  ,  PRP  VBP  TO  VB  NN  .  NNP",0
6673,i'm still in school and i have a 2 hour practice today send help,PRP  VBP  RB  IN  NN  CC  PRP  VBP  DT  CD  NN  NN  NN  VB  NN,0
6674,Number crunching for the past day - 5 new followers and 4 unfollowers. Stats via https://t.co/otSlpDKPR4,NN  NN  IN  DT  JJ  NN  HYPH  CD  JJ  NNS  CC  CD  NNS  .  NNS  IN  NNP,1
6675,My family is so closed minded when it comes to politics and the government and it drives me insane :-),PRP$  NN  VBZ  RB  JJ  JJ  WRB  PRP  VBZ  IN  NNS  CC  DT  NN  CC  PRP  VBZ  PRP  JJ  .,1
6676,#pettingzoo #donkey #fall #pumpkinpatch #applecider #niagara vic_p.oliver @ Warner Ranch and PumpkinÛ_ https://t.co/0Ka3gNYDgU,$  NN  NN  NN  NN  VB  NN  NN  NN  NN  NN  NN  POS  NFP  NNP  NNP  CC  NNP  NNP  NNS,1
6677,HAPPY BDAY @brooke_davison WORDS CANT DESCRIBE HOW MUCH I LOVE AND APPRECIATE YOU,JJ  NN  NN  NNP  NN  NNP  WRB  RB  PRP  VBP  CC  NNP  PRP,1
6678,Not a second choice and definitely not going to sit around while you make your choice_ÙÕ_Ù_,RB  DT  JJ  NN  CC  RB  RB  VBG  TO  VB  RP  IN  PRP  VBP  PRP$  NNS  NNP,1
6679,@voidflame @BarabiRedtata Your icon and current name never stop making me giggle and smile.,ADD  RB  PRP$  NN  CC  JJ  NN  RB  VB  VBG  PRP  NN  CC  VB  .,1
6680,Too much shaving and waxing will have your pussy feeling like the bottom of a timberland boot.  https://t.co/ASenzZ3KLB,RB  JJ  NN  CC  NN  MD  VB  PRP$  NN  NN  IN  DT  NN  IN  DT  NN  NN  .  _SP  NFP,0
6681,"Wash the wound, cover with a plaster and take a pain killer
Unfortunately this remedy doesn't apply with the heart","VB  DT  NN  ,  VBP  IN  DT  NN  CC  VB  DT  NN  NN  _SP  RB  DT  NN  VBZ  RB  VB  IN  DT  NN",1
6682,GLENN WAS THE BEST AND YOU KILLED HIM,NNP  VBD  DT  JJR  CC  PRP  VBD  PRP,0
6683,Look at my lifetime crush and his luscious lips https://t.co/Pkx3RE7tRj,VB  IN  PRP$  NN  NN  CC  PRP$  JJ  NNS  ADD,0
6684,"Growing and engaging with the right tweeps - gained 2 new followers in the past day, courtesy https://t.co/hBJIO49n0l","VBG  CC  VBG  IN  DT  JJ  VBN  HYPH  VBN  CD  JJ  NNS  IN  DT  JJ  NN  ,  NN  NNP",0
6685,I Just Voted for @onedirection for #ArtistOfTheYear Go Here https://t.co/lLF7h2jdn5 and Vote for your favorite!  #AMAs #OneDirection &lt;3,PRP  RB  VBD  IN  NN  IN  $  NNP  VB  RB  ADD  CC  VB  IN  PRP$  NN  .  _SP  $  NNP  $  NNP  CC  NNP,1
6686,"@AReeceAuthor Thanks for following my tweets; Please enjoy yourself, I try to keep my tweets very respectable and fun for all :)",":  NNS  IN  VBG  PRP$  NNS  :  UH  VB  PRP  ,  PRP  VBP  TO  VB  PRP$  NNS  RB  JJ  CC  JJ  IN  DT  .",0
6687,@allynsays 23 is so good ;; the lyrics and the mv are the awesomeness,IN  CD  VBZ  RB  JJ  :  :  DT  NNS  CC  DT  NNP  VBP  DT  NN,1
6688,You can work on something so hard and for so long and then it takes only one single action to break that for you.,PRP  MD  VB  IN  NN  RB  RB  CC  IN  RB  RB  CC  RB  PRP  VBZ  RB  CD  JJ  NN  TO  VB  DT  IN  PRP  .,1
6689,"I can still remember how that music used to make me smile
And I knew if I had my chance
That I could make those people dance
_Ù__",PRP  MD  RB  VB  WRB  DT  NN  VBD  TO  VB  PRP  VB  _SP  CC  PRP  VBD  IN  PRP  VBD  PRP$  NN  _SP  WDT  PRP  MD  VB  DT  NNS  VB  _SP  NNP  NNP  NNP  NNP,0
6690,"@FoxyFarrahNF I am SOOO excited!! Her name is Pumpkin, and we're going to snuggle.","UH  PRP  VBP  NNP  JJ  .  .  PRP$  NN  VBZ  NNP  ,  CC  PRP  VBP  VBG  TO  VB  .",1
6691,I so can't wait to book maga with the girls and get away from Edinburgh #fishbowl _ÙÕ_÷Ûü_ÙÔ_,PRP  RB  MD  RB  VB  TO  NN  NNS  IN  DT  NNS  CC  VB  RB  IN  NNP  NNP  NN  NNP  NNP  NNP,1
6692,"And we know this, so sooner or later we'll feel frustrated that we are not connected.","CC  PRP  VBP  DT  ,  RB  RBR  CC  RB  PRP  MD  VB  JJ  IN  PRP  VBP  RB  VBN  .",0
6693,"@PaulICMYAS how about me _Ù÷_ 17 and 175,5 cm https://t.co/2A3tlY8dk3",UH  WRB  IN  PRP  NNP  NNP  NNP  CD  CC  CD  NNP  NNPS,1
6694,"Here is the story of how the Phillies hired Matt Klentak, and also what he hopes to bring from his past experiences: https://t.co/yrGc4utia0","RB  VBZ  DT  NN  IN  WRB  DT  NNPS  VBD  NNP  NNP  ,  CC  RB  WP  PRP  VBZ  TO  VB  IN  PRP$  JJ  NNS  :  NNP",0
6695,@xojaebum again lies if you deactivate who am I gonna rant about jb haters with? _Ù÷â ily and stay _Ùª _Ù÷É_ÙÔ,``  RB  VBZ  IN  PRP  VBP  WP  VBP  PRP  VBG  IN  NN  IN  NNP  NNS  IN  .  NNP  CD  RB  CC  VB  NNP  NNP  _SP  NNP  CD,0
6696,"Dow, S&amp;P 500 ends down with energy, Apple: NEW YORK (Reuters) - The Dow and the S&amp;P 500 edged lower on Monday after recent gains as e...","NNP  ,  NNP  CD  VBZ  RP  IN  NN  ,  NNP  :  NNP  NNP  -LRB-  NNP  -RRB-  :  DT  NNP  CC  DT  NNP  CD  VBD  RBR  IN  NNP  IN  JJ  NNS  IN  NN  .",1
6697,@BritainFirst you can never win. They're supporting those fighting against ISIS. You and your party are nothing but deluded!,RB  PRP  MD  RB  VB  .  PRP  VBP  VBG  DT  NN  IN  NNP  .  PRP  CC  PRP$  NN  VBP  NN  CC  VBN  .,0
6698,I only started cuz of Netflix and I like it _Ù÷â https://t.co/bu8MPrdNcL,PRP  RB  VBD  IN  IN  NNP  CC  PRP  VBP  PRP  NNP  $  ADD,1
6699,#Z100FutureNow pick me bc I'm broke and want to meet Demi and Nick,$  NNP  VB  PRP  NNP  PRP  VBP  JJ  CC  VBP  TO  VB  NNP  CC  NNP,1
6700,You gotta some big balls to spit on somebody Bruh that shit a get you kilt right there and then,PRP  VBD  IN  DT  JJ  NNS  TO  VB  IN  NN  NNP  WDT  VBP  DT  NN  PRP  NN  RB  RB  CC  RB,0
6701,Great dig and fight from Nadal to come back and beat Rosol. That's why he's a 14 time Grand Slam Champion.,JJ  NN  CC  VB  IN  NNP  TO  VB  RB  CC  VBD  NNP  .  DT  VBZ  WRB  PRP  VBZ  DT  CD  NN  NNP  NNP  NNP  .,0
6702,"Don't speak but seem sound and funny, Ryan's bird x https://t.co/b6DYuALrJg","VB  RB  VB  CC  VB  JJ  CC  JJ  ,  NNP  POS  NN  SYM  NNP",1
6703,I should be cleaning my room and being responsible but my bed and Netflix...,PRP  MD  VB  VBG  PRP$  NN  CC  VBG  JJ  CC  PRP$  NN  CC  NNP  :,1
6704,gone for two days and i only would get this. bc i have no friends _ÙÔ_Ù__ÙÔ_Ù__ÙÔ_Ù__Ù÷__Ù÷__Ù÷__Ù÷__Ù÷__Ù÷__Ù÷__Ù÷__Ù÷__Ù÷__Ù÷__Ù÷__Ù÷__Ù÷__Ù÷__Ù÷__Ù÷__Ù÷__Ù÷__Ù÷__Ù÷__Ù÷__Ù÷__Ù÷__Ù÷__Ù÷__Ù÷__Ù÷__Ù÷__Ù÷__Ù÷__Ù÷__Ù÷__Ù÷__Ù÷__Ù÷__Ù÷__Ù÷__Ù÷__Ù÷__Ù÷__Ù÷__Ù÷_ https://t.co/jbnF9NVBTi,VBN  IN  CD  NNS  CC  PRP  RB  MD  VB  DT  .  NNP  PRP  VBP  DT  NNS  NNP  NNP  NNP  NNP,1
6705,Who is trying to see Travis and the Weeknd with me in Michigan Nov.7?? let's gooooo,WP  VBZ  VBG  TO  VB  NNP  CC  DT  NNP  IN  PRP  IN  NNP  ''  .  .  VB  PRP  VB,1
6706,"We hit 60K today! _Ùª  - &amp; for that I wanna just shout out each and everyone of you, because y'all areÛ_ https://t.co/bIogDLgkKP","PRP  VBP  CD  NN  NN  .  NNP  NNP  _SP  HYPH  CC  NNP  :  IN  DT  PRP  VBD  RB  VB  RP  DT  CC  NN  IN  PRP  ,  IN  PRP  DT  VBP  NNP  CD",1
6707,@penelopebabs unfortunately been very poorly and in hospital so not getting the full experience but she is perfection! How are you?,NNP  RB  VBN  RB  RB  CC  IN  NN  RB  RB  VBG  DT  JJ  NN  CC  PRP  VBZ  NN  .  WRB  VBP  PRP  .,1
6708,"""When we were younger and #free..."" _Ù_¦ #Adele #Hello #25 #music #heartbreaking #powerballad #digitaldownload #love https://t.co/38SdZ3R9h0",``  WRB  PRP  VBD  JJR  CC  $  JJ  :  ``  NNP  NNP  NNP  NN  NNP  NNP  NN  UH  $  CD  NN  NN  NN  NN  NN  VB  NN  NN  NN  NN  XX,1
6709,i get so thirsty and so soft for jisoo at a snap of a finger,PRP  VBP  RB  JJ  CC  RB  JJ  IN  NNP  IN  DT  NN  IN  DT  NN,0
6710,finished pretty little liars and I don't know what to do with my life,VBD  RB  JJ  NNS  CC  PRP  VBP  RB  VB  WP  TO  VB  IN  PRP$  NN,1
6711,@BirdyR5 FOR REAL I HATED IT AFTER LIKE 2 OR 3 DAYS. IT WAS SO OILY AND UNHEALTHY,NFP  IN  NNP  PRP  VBD  PRP  IN  UH  CD  CC  CD  NNS  .  PRP  VBD  RB  JJ  CC  NNP,1
6712,Fuck you mean? ThatÛªs 30mil bc you wana party? IÛªm trying to hoop and get money,VB  PRP  VBP  .  NNP  NNP  NNP  PRP  NNP  NNP  .  NN  VBG  TO  VB  CC  VB  NN,0
6713,@Noah_espinoza56 you asked for it. and it was at 5 seconds so I'm leaving it,NFP  PRP  VBD  IN  PRP  .  CC  PRP  VBD  IN  CD  NNS  RB  PRP  VBP  VBG  PRP,1
6714,Dinner and a movie,NN  CC  DT  NN,0
6715,"This photo of Keanu makes me laugh... He is finally free, walking everywhere on his own and no longer... https://t.co/HXHTmw1lz3","DT  NN  IN  NNP  VBZ  PRP  VB  .  PRP  VBZ  RB  JJ  ,  VBG  RB  IN  PRP$  JJ  CC  RB  RBR  .  CD",1
6716,@laurenmurray33 @girlposts _Ù÷© I know we had it all planned out and everything,NNP  NNPS  NNP  NNP  NNP  PRP  VBP  PRP  VBD  PRP  DT  VBN  RP  CC  NN,1
6717,Next-generation #construction #robots for on-site and off-site construction https://t.co/2nN2TYiUKG,JJ  HYPH  NN  NN  NN  NN  VBZ  IN  IN  HYPH  NN  CC  IN  HYPH  NN  NN  NN,1
6718,Parks &amp; Rec and Chill??,NNS  CC  NNP  :  NNP  CC  NNP  .  .,0
6719,Told michael a lost half a stone and his responce was 'can we get a takeaway on Thursday' cheers for the support darling x x x x,VBD  NNP  DT  VBN  PDT  DT  NN  CC  PRP$  NN  VBD  ``  MD  PRP  VB  DT  NN  IN  NNP  POS  NNS  IN  DT  NN  VBG  SYM  XX  XX  SYM,1
6720,"""If your access to ÛÏaffordableÛ clothing depends on someone else being enslaved and impoverished, then..."" https://t.co/gG70qFLC6d","``  IN  PRP$  NN  IN  VB  NN  VBZ  IN  NN  RB  VBG  VBN  CC  VBN  ,  RB  :  ``  NNP",1
6721,It will always be him and him_ÙÕÒ my first,PRP  MD  RB  VB  PRP  CC  UH  PRP$  JJ,1
6722,@seanhannity POTUS and his admin. has really brought in a deadly foe into our country. And U.N. Global Police to defend them against us.,NN  NNP  CC  PRP$  NN  .  VBZ  RB  VBN  RP  DT  JJ  NN  IN  PRP$  NN  .  CC  NNP  NNP  NNP  TO  VB  PRP  IN  PRP  .,0
6723,No one is [Flawless] we all have flaws so stop judging each other and look in the mirror at yourself _ÙÔÎ_Ù_,DT  NN  VBZ  -LRB-  NNP  -RRB-  PRP  DT  VBP  NNS  RB  VB  VBG  DT  JJ  CC  VB  IN  DT  NN  IN  PRP  NNP  NNP  NNP,1
6724,@Li_Seane Men's res raided the meeting and now everyone is fighting physically,NNP  NNPS  POS  NNS  VBD  DT  NN  CC  RB  NN  VBZ  VBG  RB,1
6725,"the first day back at school after u cut ur hair and all anyone says to you is ""hey you cut your hair!!!!""",DT  JJ  NN  RB  IN  NN  IN  PRP  NN  NNP  NN  CC  DT  NN  VBZ  IN  PRP  VBZ  ``  UH  PRP  VBP  PRP$  NN  .  .  .  .  '',1
6726,@reimerfan3499 @ADeuce750 don't remember a few whl and some ohl I got the 67s if you wanna rent for 2k,NFP  PRP  VBP  RB  VB  DT  JJ  NNP  CC  DT  NN  PRP  VBD  DT  NNS  IN  PRP  NNP  VB  IN  .,0
6727,"I started playing #DragonAgeOrigins again--as a different character, you know--and there I go falling in love with Alistair once again.","PRP  VBD  VBG  $  NNP  RB  :  IN  DT  JJ  NN  ,  PRP  VBP  :  CC  RB  PRP  VBP  VBG  IN  NN  IN  NNP  RB  RB  .",1
6728,"Happy birthday @murillo_roxanna , we have never met but you seem so nice and funny _Ù÷â_ÙÕÐ_ÙÕÐ but happy birthday _Ù_ä_Ù___Ù÷_","JJ  NN  NN  ,  PRP  VBP  RB  VBN  CC  PRP  VBP  RB  JJ  CC  JJ  NNP  NNP  CC  JJ  NN  NNP  NNP  NNP",1
6729,"periods, abortions, small dicks, and who were ignoring  https://t.co/ZrGq908yQu","NNS  ,  NNS  ,  JJ  NNS  ,  CC  WP  VBD  VBG  _SP  NNP",1
6730,@BrazenHunterDW @Em_winchester Bela got Emma into the booth and ordered orange for both of them and coffee for herself. She picked up &gt;,NFP  NN  NNP  VBD  NNP  IN  DT  NN  CC  VBD  NN  IN  DT  IN  PRP  CC  NN  IN  PRP  .  PRP  VBD  RP  CC  NNP  :,1
6731,Zindzi Koki and Bongi must stop this nonsense. https://t.co/37zMJArLAt,NNP  NNP  CC  NNP  MD  VB  DT  NN  .  ADD,0
6732,"@lsjustice4all PTL brother, such a wonderful blessing to hear how the Lord is using you and your family in the ministry. Keep it up bro!","NNP  NNP  NN  ,  PDT  DT  JJ  NN  TO  VB  WRB  DT  NNP  VBZ  VBG  PRP  CC  PRP$  NN  IN  DT  NN  .  VB  PRP  RP  NN  .",0
6733,Too open with some people and too held back with others ÷_,RB  JJ  IN  DT  NNS  CC  RB  VBN  RB  IN  NNS  VBP  NNP,1
6734,Not even worth watching the Bad Girls Club anymore the rest of the bitches are nasty and annoying as fuck_Ù÷Õ,RB  RB  JJ  VBG  DT  NNP  NNPS  NNP  RB  DT  NN  IN  DT  NNS  VBP  JJ  CC  JJ  IN  -RRB-,1
6735,@buteravoid i miss you too_Ù÷Ó and thank you so much bby ilyt_ÙÕ÷,NNP  PRP  VBP  PRP  JJ  CC  VBP  PRP  RB  RB  NNP  NNP,0
6736,".@JohnCornyn, @SenTedCruz please vote to #StopCISAÛÓthis bill is bad for cybersecurity and human rights. https://t.co/35gaNTsAtk","NFP  ,  NNP  UH  VB  IN  $  PRP$  NN  VBZ  JJ  IN  NN  CC  JJ  NNS  .  ADD",0
6737,They say they love you and that for you they do anything you find it awkward that their eyes don't say the same thing _Ù_¤,PRP  VBP  PRP  VBP  PRP  CC  IN  IN  PRP  PRP  VBP  NN  PRP  VBP  PRP  RB  IN  PRP$  NNS  VBP  RB  VB  DT  JJ  NN  NNP  .,0
6738,To Serrena in Washington. Serrena is 14 and has a seizure disorder. Serena loves the movie #Frozen. Love Angel... https://t.co/4Ou1do1LQf,IN  NNP  IN  NNP  .  NNP  VBZ  CD  CC  VBZ  DT  JJ  NN  .  NNP  VBZ  DT  NN  $  NNP  .  NNP  NNP  NFP  NNP,1
6739,@AaronCarpenter roll off the bed with the blanket and roll down the stairs to the bathroom_Ù÷â,NNP  VB  RP  DT  NN  IN  DT  NN  CC  VB  RP  DT  NNS  IN  DT  NN,1
6740,People UNDERATE the miracle in sleeping in the night and waking up in the morning....,NNS  VBP  DT  NN  IN  VBG  IN  DT  NN  CC  VBG  RP  IN  DT  NN  .,0
6741,@sleepydjh kind of agree w/ you. like sexuality is a personal thing and theres obv a reason d&amp;p choose not to talk about it.,NNP  RB  RB  VBP  WRB  PRP  .  IN  NN  VBZ  DT  JJ  NN  CC  EX  VBZ  NN  DT  NN  :  VB  RB  TO  VB  IN  PRP  .,0
6742,"my header is about RENA, PEAR, CALUM AND SOMEONE YOU DON'T KNOW","PRP$  NN  VBZ  IN  NNP  ,  NNP  ,  NNP  CC  NNP  PRP  VBP  NNP",1
6743,@McJuggerNuggets @WalkingDead_AMC it'll make you fell better 100% and you can unfollow after if you don't agree,VBZ  NFP  PRP  MD  VB  PRP  VB  RBR  CD  NN  CC  PRP  MD  VB  RB  IN  PRP  VBP  RB  VB,0
6744,@RosieLunatic lol well it was me. And I kinda felt like I have you a ugly look,JJ  UH  UH  PRP  VBD  PRP  .  CC  PRP  RB  VBD  IN  PRP  VBP  PRP  DT  JJ  NN,1
6745,"The difference between Vaping and other NRT Is that Vaping really works,And that is why the pharmaceutical giants are pi#sed","DT  NN  IN  NNP  CC  JJ  NN  VBZ  IN  VBG  RB  VBZ  ,  CC  DT  VBZ  WRB  DT  JJ  NNS  VBP  VBN",0
6746,"me:*wants to be peaceful and not let stupid ppl's words about tao get to me*
also me: you know WHAT-",NNS  TO  VB  JJ  CC  RB  VB  JJ  NNP  POS  NNS  IN  NN  VB  IN  PRP  NFP  _SP  RB  PRP  :  PRP  VBP  NN,0
6747,@OlufunkeAyodele @Gidi_Traffic : This is not an information. Where and when?,UH  NNP  :  DT  VBZ  RB  DT  NN  .  WRB  CC  WRB  .,0
6748,"Hi @Harry_Styles _Ù÷
@sparksflylarry 's birthday is today!! _Ù_â
so can you make her dream come true,
and follow her? Pls, she loves you _ÙÕ¥ 
-190","UH  NNP  NNP  CD  _SP  NNP  POS  NN  VBZ  NN  .  .  NNP  CD  _SP  RB  MD  PRP  VB  PRP$  NN  VBN  JJ  ,  _SP  CC  VB  PRP  .  UH  ,  PRP  VBZ  PRP  NNP  NNP  _SP  .",1
6749,"@RealAjaVolkman our school lockers said ""lyon metal"" and i instantly thought of you guys. _Ù÷â_Ù÷ã",LS  PRP$  NN  NNS  VBD  ``  NNP  NN  ''  CC  PRP  RB  VBD  IN  PRP  NNS  .  NNP  NNP,1
6750,R&amp;B has always been ultimate but then cool kids ruined it with their swag and auto tune. they must fall #CoolKidsMustFall,NNS  VBZ  RB  VBN  JJ  CC  RB  JJ  NNS  VBD  PRP  IN  PRP$  JJ  CC  NN  NN  .  PRP  MD  VB  NN  NN,0
6751,If ur a fan of Jason and Michael myers you might like this https://t.co/fhWViEtIQG,IN  NNP  DT  NN  IN  NNP  CC  NNP  NNS  PRP  MD  VB  DT  NN,0
6752,@omgamberi @SimeenaNawaz i cry because others are stupid and that makes me cry _Ù÷â_Ù÷â_Ù÷â,NNP  NNP  PRP  VBP  IN  NNS  VBP  JJ  CC  DT  VBZ  PRP  VB  NNP  NNP,0
6753,Pts. with cirrhosis presenting with s/sx concerning for UGIB should be started on empiric octreotide and empiric Abx (ceftriaxone IV).,NNP  .  IN  NN  VBG  IN  NNP  SYM  NNP  VBG  IN  NNP  MD  VB  VBN  IN  JJ  NN  CC  JJ  NNP  -LRB-  NN  NNP  -RRB-  .,1
6754,"On Periscope? Follow ""@Godfadr"" for live broadcasts and a secret page with prizes!  https://t.co/sferPXTHU8 less than 35 hours left to enter",IN  NNP  .  VB  ``  NNP  ''  IN  JJ  NNS  CC  DT  JJ  NN  IN  NNS  .  _SP  VB  JJR  IN  CD  NNS  VBN  TO  VB,0
6755,"When you donÛªt know what to do in a situation, just Pray and ALLAH will give the answer. 

#¯¼¯±¯øôãô_  #¯_ô  
 https://t.co/iLTYrk0XCx","WRB  PRP  NNP  VBP  WP  TO  VB  IN  DT  NN  ,  RB  NNP  CC  NNP  MD  VB  DT  NN  .  _SP  ADD  .  NNP  _SP  NN  IN  _SP  ADD",0
6756,@Natasha_Hagan @ericaneveau Erica and I are with you all in spirit _Ù÷__ÙÕ¥,CD  NN  NNP  CC  PRP  VBP  IN  PRP  DT  IN  NN  NNP  NNP,1
6757,"ÛÏDon't Gain The World and Lose Your Soul, Wisdom Is Better Than Silver Or Gold Û - @bobmarley #StopJoeTrippi","NNP  VB  DT  NNP  CC  VB  PRP$  NN  ,  NN  VBZ  JJR  IN  NN  CC  NNP  JJ  HYPH  NN  NN  JJ",0
6758,@chelseacharmsx @Agent_Dee I would be one of them and I would massage Itsy all the time.,JJ  NNP  PRP  MD  VB  CD  IN  PRP  CC  PRP  MD  VB  NNP  PDT  DT  NN  .,0
6759,@humbug83 thanks Sophie just had a phone call from my mum. He'd had cancer for a few years and we knew he couldn't fight much longer X,NNP  NNS  NNP  RB  VBD  DT  NN  NN  IN  PRP$  NN  .  PRP  MD  VBD  NN  IN  DT  JJ  NNS  CC  PRP  VBD  PRP  MD  RB  VB  RB  JJR  NNS,0
6760,"#Holidays, #travelexpert advice and more... https://t.co/SnJWUZ8OX0 .Will be great to have you aboard! #FBLikehour https://t.co/IE4T4FBF8u","$  NNPS  ,  $  NN  NN  CC  JJR  :  ADD  :  VB  JJ  TO  VB  PRP  RB  .  $  DT  NN",0
6761,"Dog walked, chip shop eaten and now onto my ironing! #standardmonday #womenswork","NNP  VBD  ,  NN  NN  VBN  CC  RB  IN  PRP$  NN  .  NN  NN  NN  NN",1
6762,"#Life Build a Transforming Workbench, Desk, and Storage Unit: If you donÛªt have a lot of space, you need to ma... https://t.co/RqtT7sizdH","$  NNP  VB  DT  NNP  NNP  ,  NNP  ,  CC  NNP  NNP  :  IN  PRP  NNP  VBP  DT  NN  IN  NN  ,  PRP  VBP  TO  NNP  :  NN",0
6763,@mercythompsons aaaaaaaa they're so much fun and f(x)'s music brothers but like go watch view and 4 walls back to back it's #anexperience,NNS  UH  PRP  VBP  RB  JJ  NN  CC  CD  -RRB-  POS  NN  NNS  CC  UH  VB  VB  NN  CC  CD  NNS  RB  IN  RB  PRP  VBZ  JJS  NN,1
6764,@shi_matey well once I get moved in and have enough money I'll be driving up to see you. Probs with Christian,VB  RB  IN  PRP  VBP  VBN  RB  CC  VB  JJ  NN  PRP  MD  VB  VBG  RP  TO  VB  PRP  .  VB  IN  NNP,1
6765,hahaha. Mi deh yah a laugh at my boss' incompetence and the man calls my mother to complain to her lol,NNP  .  NNP  NNP  NNP  DT  NN  IN  PRP$  NN  ''  NN  CC  DT  NN  VBZ  PRP$  NN  TO  VB  IN  PRP  NN,0
6766,@Kevin_Klutch 60 msg and you are a squad.,CD  CD  NN  CC  PRP  VBP  DT  NN  .,0
6767,Loss of big animals and their poo has transformed Earth: study: Restoring the populations of large mammals and... https://t.co/trFZezpt2C,NN  IN  JJ  NNS  CC  PRP$  NN  VBZ  VBN  NNP  :  NN  :  VBG  DT  NNS  IN  JJ  NNS  CC  :  XX,0
6768,@kopitedave @sammye99 ha ha no worries #goodtotalk and all that,VB  VB  UH  UH  DT  NNS  $  NN  CC  PDT  DT,1
6769,"rahtid, grants pen road flooded out and new kingston dry, now i know how portmore people feel","NNP  ,  NNS  NN  NN  VBD  RP  CC  NNP  NNP  NNP  ,  RB  PRP  VBP  WRB  NN  NNS  VBP",0
6770,when hannah texts you and makes your day&gt;&gt;&gt;&gt;,WRB  NNP  VBZ  PRP  CC  VBZ  PRP$  NN  :,1
6771,Go thumbs up @AdamWaithe most recent video because it's relatable af and almost on 7k  https://t.co/wwuTUNx82o,VB  VBZ  RP  DT  RBS  JJ  NN  IN  PRP  VBZ  JJ  NN  CC  RB  IN  CD  _SP  NNP,1
6772,Here until December and then I'm not sure where to go or what to do,RB  IN  NNP  CC  RB  PRP  VBP  RB  JJ  WRB  TO  VB  CC  WP  TO  VB,1
6773,"So Im next to this guy he is wearing black glasses, and I always wondered why, because he wears them every day! So today I found out _Ù÷á","RB  PRP  VBP  JJ  IN  DT  NN  PRP  VBZ  VBG  JJ  NNS  ,  CC  PRP  RB  VBD  WRB  ,  IN  PRP  VBZ  PRP  DT  NN  .  RB  NN  PRP  VBD  RP  NNP  ADD",1
6774,"@chartnews @theweeknd overrated bitch, he need to move over and let Drake take his rightful before Adele come to slay these charts.","NN  NNP  VBD  NN  ,  PRP  VBP  TO  VB  RB  CC  VB  NNP  VB  PRP$  NN  IN  NNP  VB  TO  VB  DT  NNS  .",1
6775,Theo is in every picture me and Harrison have together,RB  VBZ  IN  DT  NN  PRP  CC  NNP  VBP  RB,1
6776,"åÈ drinking sea water.Û With a smirk reserved for @LordGrantham_ only, she pulled away a bit to look up into his eyes and she immediately åÈ","NNP  VBG  NN  VBZ  IN  DT  RB  VBN  IN  NNP  NNP  RB  ,  PRP  VBD  RB  DT  NN  TO  VB  RP  IN  PRP$  NNS  CC  PRP  RB  ADD",1
6777,"If you commit to daily meditation practice, you will find that going within becomes natural and effortless. #inspiration","IN  PRP  VBP  IN  JJ  NN  NN  ,  PRP  MD  VB  IN  VBG  IN  VBZ  JJ  CC  JJ  .  NN  NN",0
6778,"I think I need to change my body's radiator 
And get a bigger battery

I think I should buy a new body...",PRP  VBP  PRP  VBP  TO  VB  PRP$  NN  POS  NN  _SP  CC  VB  DT  JJR  NN  _SP  PRP  VBP  PRP  MD  VB  DT  JJ  NN  :,0
6779,Overheard: tumblr staff leader sitting in a big swivel chair smoking a cigar and stroking his chin with... https://t.co/yzuDWoh9XR,NNP  :  NN  NN  NN  VBG  IN  DT  JJ  JJ  NN  VBG  DT  NN  CC  VBG  PRP$  NN  RB  :  NN,1
6780,Day 1: twin day with the one and only Allie Kane https://t.co/ULvf1dMSpt,NN  CD  :  JJ  NN  IN  DT  CD  CC  RB  NNP  NNP  .,1
6781,"We do not escape into philosophy, psychology, and artÛ¥we go there to restore our shattered selves into whole ones. ~ AnaÌøs Nin","PRP  VBP  RB  VB  IN  NN  ,  NN  ,  CC  UH  VB  RB  TO  VB  PRP$  VBN  NNS  IN  JJ  NNS  .  NFP  NNP  NNP",0
6782,"@Dangah_Dayz_Gee [I look at him and raise an eyebrow, giving him another small smile] Bye baby...","LS  -LRB-  PRP  VBP  IN  PRP  CC  VB  DT  NN  ,  VBG  PRP  DT  JJ  NN  -RRB-  NNP  NN  .",1
6783,"Build a Transforming Workbench, Desk, and Storage Unit https://t.co/ntbbpzSTYv","VB  DT  NNP  NNP  ,  NNP  ,  CC  NNP  NNP  POS",0
6784,shownu looks so nice in a suit and tie,NNP  VBZ  RB  JJ  IN  DT  NN  CC  VB,0
6785,@SoSpiffy1 oh fire! Jealous. We left ours in the last house and haven't got one in this :-(,IN  UH  NN  .  JJ  .  PRP  VBD  PRP  IN  DT  JJ  NN  CC  VBP  RB  VBN  CD  IN  DT  NFP,0
6786,The exhausted genius in whose phrase genius is  percent inspiration and  percent perspiration slumped back.,DT  JJ  NN  IN  WP$  NN  NN  VBZ  _SP  NN  NN  CC  _SP  NN  NN  VBD  RB  .,0
6787,"@RJRamirez_ @Affinitylife Problem is that I've said it, but your not listening, because I'm ""not a black woman."" Point and simple.","LS  NNP  NNP  NNP  VBZ  IN  PRP  VB  VBD  PRP  ,  CC  PRP$  RB  VBG  ,  IN  PRP  VBP  ``  RB  DT  JJ  NN  .  ''  NN  CC  NN  .",0
